"","DateTime","State","Hourly Demand Met (in MW)","Temperature","Dew Point","Humidity","Wind","Wind Speed","Wind Gust","Pressure","Precip.","Condition"
"375",2022-01-17 06:00:00,"Kerala - 2022",2754.79,29,"20 °C",58,"N","6 km/h","0 km/h","1,003.02 hPa","0.0 mm","Partly Cloudy"
"376",2022-01-17 06:00:00,"Kerala - 2022",2754.79,31,"20 °C",52,"WNW","9 km/h","0 km/h","1,002.03 hPa","0.0 mm","Partly Cloudy"
"377",2022-01-17 07:00:00,"Kerala - 2022",2943.9,31,"20 °C",52,"ESE","6 km/h","0 km/h","1,001.04 hPa","0.0 mm","Partly Cloudy"
"378",2022-01-17 08:00:00,"Kerala - 2022",2980.74,31,"22 °C",58,"W","17 km/h","0 km/h","1,000.05 hPa","0.0 mm","Partly Cloudy"
"379",2022-01-17 09:00:00,"Kerala - 2022",2995.9,32,"21 °C",52,"W","15 km/h","0 km/h","999.06 hPa","0.0 mm","Partly Cloudy"
"380",2022-01-17 10:00:00,"Kerala - 2022",3088.96,31,"20 °C",52,"WNW","17 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"381",2022-01-17 11:00:00,"Kerala - 2022",3148.71,31,"21 °C",55,"WSW","13 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"382",2022-01-17 12:00:00,"Kerala - 2022",3230.93,30,"21 °C",58,"WSW","13 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"383",2022-01-17 13:00:00,"Kerala - 2022",3197.48,28,"22 °C",70,"NW","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Mostly Cloudy"
"384",2022-01-17 14:00:00,"Kerala - 2022",3229.19,27,"22 °C",74,"NNW","6 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"385",2022-01-17 15:00:00,"Kerala - 2022",3386.37,27,"21 °C",70,"N","6 km/h","0 km/h","1,002.03 hPa","0.0 mm","Partly Cloudy"
"386",2022-01-17 16:00:00,"Kerala - 2022",3408.11,27,"22 °C",74,"NNW","4 km/h","0 km/h","1,003.02 hPa","0.0 mm","Partly Cloudy"
"387",2022-01-17 17:00:00,"Kerala - 2022",3419.37,27,"22 °C",74,"NNW","4 km/h","0 km/h","1,002.03 hPa","0.0 mm","Fair"
"388",2022-01-17 18:00:00,"Kerala - 2022",3354.99,27,"21 °C",70,"SE","7 km/h","0 km/h","1,002.03 hPa","0.0 mm","Partly Cloudy"
"389",2022-01-17 19:00:00,"Kerala - 2022",3862.93,26,"22 °C",78,"SW","6 km/h","0 km/h","1,002.03 hPa","0.0 mm","Fair"
"390",2022-01-17 21:00:00,"Kerala - 2022",3609.81,25,"22 °C",83,"SSW","6 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"391",2022-01-17 22:00:00,"Kerala - 2022",3596.79,24,"22 °C",89,"ENE","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"392",2022-01-17 23:00:00,"Kerala - 2022",3345.75,23,"21 °C",88,"NNE","4 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"393",2022-01-18 01:00:00,"Kerala - 2022",2880.04,23,"21 °C",88,"ENE","9 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"394",2022-01-18 02:00:00,"Kerala - 2022",2768.07,23,"21 °C",88,"NE","6 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"395",2022-01-18 03:00:00,"Kerala - 2022",2714.39,24,"21 °C",83,"ENE","6 km/h","0 km/h","1,002.03 hPa","0.0 mm","Fair"
"396",2022-01-18 04:00:00,"Kerala - 2022",2658.11,26,"21 °C",74,"E","11 km/h","0 km/h","1,003.02 hPa","0.0 mm","Fair"
"397",2022-01-18 05:00:00,"Kerala - 2022",2686.34,28,"20 °C",62,"E","7 km/h","0 km/h","1,002.03 hPa","0.0 mm","Fair"
"398",2022-01-18 06:00:00,"Kerala - 2022",2833.44,30,"20 °C",55,"NE","6 km/h","0 km/h","1,002.03 hPa","0.0 mm","Fair"
"399",2022-01-18 06:00:00,"Kerala - 2022",2833.44,31,"19 °C",49,"SSW","4 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"400",2022-01-18 07:00:00,"Kerala - 2022",3017.58,32,"20 °C",49,"W","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"401",2022-01-18 08:00:00,"Kerala - 2022",3041.64,32,"19 °C",46,"NNW","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"402",2022-01-18 09:00:00,"Kerala - 2022",3038.07,33,"18 °C",41,"ENE","13 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"403",2022-01-18 10:00:00,"Kerala - 2022",3066.65,32,"20 °C",49,"W","17 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"404",2022-01-18 11:00:00,"Kerala - 2022",3123.82,31,"19 °C",49,"W","13 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"405",2022-01-18 12:00:00,"Kerala - 2022",3210.42,29,"21 °C",62,"NE","9 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"406",2022-01-18 13:00:00,"Kerala - 2022",3185.09,28,"22 °C",70,"WNW","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"407",2022-01-18 14:00:00,"Kerala - 2022",3220.66,27,"22 °C",74,"W","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"408",2022-01-18 15:00:00,"Kerala - 2022",3382.65,27,"23 °C",79,"NW","4 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"409",2022-01-18 16:00:00,"Kerala - 2022",3416.09,26,"22 °C",78,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"410",2022-01-18 17:00:00,"Kerala - 2022",3435.46,26,"22 °C",78,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"411",2022-01-18 18:00:00,"Kerala - 2022",3389.76,26,"23 °C",83,"SSW","4 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"412",2022-01-18 19:00:00,"Kerala - 2022",3836.82,25,"23 °C",89,"S","4 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"413",2022-01-18 20:00:00,"Kerala - 2022",3728.31,25,"23 °C",89,"S","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"414",2022-01-18 21:00:00,"Kerala - 2022",3632.39,24,"23 °C",94,"SSW","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"415",2022-01-18 22:00:00,"Kerala - 2022",3602.33,24,"23 °C",94,"CALM","0 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"416",2022-01-18 23:00:00,"Kerala - 2022",3332.87,24,"22 °C",89,"ENE","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"417",2022-01-19 01:00:00,"Kerala - 2022",2880.62,23,"21 °C",88,"E","9 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"418",2022-01-19 02:00:00,"Kerala - 2022",2794.14,23,"20 °C",83,"E","11 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"419",2022-01-19 03:00:00,"Kerala - 2022",2724.78,24,"19 °C",73,"E","7 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"420",2022-01-19 04:00:00,"Kerala - 2022",2670.91,26,"20 °C",69,"E","13 km/h","0 km/h","1,002.03 hPa","0.0 mm","Fair"
"421",2022-01-19 05:00:00,"Kerala - 2022",2655.28,28,"19 °C",58,"ESE","9 km/h","0 km/h","1,002.03 hPa","0.0 mm","Fair"
"422",2022-01-19 06:00:00,"Kerala - 2022",2865.98,29,"20 °C",58,"NE","7 km/h","0 km/h","1,002.03 hPa","0.0 mm","Fair"
"423",2022-01-19 06:00:00,"Kerala - 2022",2865.98,31,"20 °C",52,"E","4 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"424",2022-01-19 07:00:00,"Kerala - 2022",3026.56,31,"19 °C",49,"SSW","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Partly Cloudy"
"425",2022-01-19 08:00:00,"Kerala - 2022",3050.16,33,"18 °C",41,"SSW","4 km/h","0 km/h","998.08 hPa","0.0 mm","Partly Cloudy"
"426",2022-01-19 09:00:00,"Kerala - 2022",3025.87,32,"19 °C",46,"NW","13 km/h","0 km/h","997.09 hPa","0.0 mm","Partly Cloudy"
"427",2022-01-19 10:00:00,"Kerala - 2022",3088.05,31,"20 °C",52,"W","15 km/h","0 km/h","996.10 hPa","0.0 mm","Partly Cloudy"
"428",2022-01-19 11:00:00,"Kerala - 2022",3146.65,31,"21 °C",55,"WNW","13 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"429",2022-01-19 12:00:00,"Kerala - 2022",3211.8,29,"22 °C",66,"WNW","7 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"430",2022-01-19 13:00:00,"Kerala - 2022",3201.37,28,"22 °C",70,"NW","6 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"431",2022-01-19 14:00:00,"Kerala - 2022",3224.27,27,"23 °C",79,"WNW","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"432",2022-01-19 15:00:00,"Kerala - 2022",3382.68,27,"23 °C",79,"NW","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"433",2022-01-19 16:00:00,"Kerala - 2022",3391.4,26,"22 °C",78,"NNW","4 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"434",2022-01-19 17:00:00,"Kerala - 2022",3420.18,26,"23 °C",83,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"435",2022-01-19 18:00:00,"Kerala - 2022",3381.19,26,"22 °C",78,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"436",2022-01-19 19:00:00,"Kerala - 2022",3890.39,26,"23 °C",83,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Partly Cloudy"
"437",2022-01-19 20:00:00,"Kerala - 2022",3747.72,25,"23 °C",89,"N","6 km/h","0 km/h","999.06 hPa","0.0 mm","Partly Cloudy"
"438",2022-01-19 21:00:00,"Kerala - 2022",3655.34,25,"23 °C",89,"E","6 km/h","0 km/h","998.08 hPa","0.0 mm","Partly Cloudy"
"439",2022-01-19 22:00:00,"Kerala - 2022",3635.04,24,"22 °C",89,"ENE","7 km/h","0 km/h","998.08 hPa","0.0 mm","Partly Cloudy"
"440",2022-01-19 23:00:00,"Kerala - 2022",3368.69,23,"21 °C",88,"E","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fog"
"441",2022-01-20 01:00:00,"Kerala - 2022",2897.68,23,"21 °C",88,"NE","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fog"
"442",2022-01-20 02:00:00,"Kerala - 2022",2771.61,22,"21 °C",94,"ENE","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"443",2022-01-20 03:00:00,"Kerala - 2022",2699.82,23,"21 °C",88,"ENE","7 km/h","0 km/h","1,000.05 hPa","0.0 mm","Mostly Cloudy"
"444",2022-01-20 04:00:00,"Kerala - 2022",2664.88,23,"21 °C",88,"E","9 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"445",2022-01-20 05:00:00,"Kerala - 2022",2688.93,28,"19 °C",58,"E","7 km/h","0 km/h","1,001.04 hPa","0.0 mm","Haze"
"446",2022-01-20 06:00:00,"Kerala - 2022",2842.61,32,"20 °C",49,"SSE","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"447",2022-01-20 06:00:00,"Kerala - 2022",2842.61,29,"20 °C",58,"NNW","9 km/h","0 km/h","1,000.05 hPa","0.0 mm","Haze"
"448",2022-01-20 07:00:00,"Kerala - 2022",3032.38,32,"19 °C",46,"SW","11 km/h","0 km/h","998.08 hPa","0.0 mm","Partly Cloudy"
"449",2022-01-20 08:00:00,"Kerala - 2022",3094.4,31,"20 °C",52,"W","13 km/h","0 km/h","997.09 hPa","0.0 mm","Partly Cloudy"
"450",2022-01-20 09:00:00,"Kerala - 2022",3065.24,31,"19 °C",49,"WSW","15 km/h","0 km/h","996.10 hPa","0.0 mm","Partly Cloudy"
"451",2022-01-20 10:00:00,"Kerala - 2022",3160.37,30,"20 °C",55,"W","17 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"452",2022-01-20 11:00:00,"Kerala - 2022",3222.54,29,"20 °C",58,"W","15 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"453",2022-01-20 12:00:00,"Kerala - 2022",3079.9,28,"22 °C",70,"NW","11 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"454",2022-01-20 13:00:00,"Kerala - 2022",3220.22,27,"22 °C",74,"NW","9 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"455",2022-01-20 14:00:00,"Kerala - 2022",3238.24,26,"22 °C",78,"NNW","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"456",2022-01-20 15:00:00,"Kerala - 2022",3355.2,26,"22 °C",78,"WNW","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"457",2022-01-20 16:00:00,"Kerala - 2022",3371.1,26,"22 °C",78,"WNW","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"458",2022-01-20 17:00:00,"Kerala - 2022",3436.31,26,"22 °C",78,"CALM","0 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"459",2022-01-20 18:00:00,"Kerala - 2022",3404.45,25,"22 °C",83,"SSE","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"460",2022-01-20 19:00:00,"Kerala - 2022",3881.04,25,"22 °C",83,"E","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"461",2022-01-20 20:00:00,"Kerala - 2022",3736.67,24,"22 °C",89,"ENE","4 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"462",2022-01-20 21:00:00,"Kerala - 2022",3635.61,23,"22 °C",94,"ENE","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fog"
"463",2022-01-20 22:00:00,"Kerala - 2022",3612.87,23,"22 °C",94,"ENE","9 km/h","0 km/h","998.08 hPa","0.0 mm","Fog"
"464",2022-01-20 23:00:00,"Kerala - 2022",3335.37,23,"22 °C",94,"NE","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fog"
"465",2022-01-21 01:00:00,"Kerala - 2022",2889.21,23,"22 °C",94,"ENE","11 km/h","0 km/h","998.08 hPa","0.0 mm","Fog"
"466",2022-01-21 02:00:00,"Kerala - 2022",2821.03,23,"21 °C",88,"NE","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fog"
"467",2022-01-21 03:00:00,"Kerala - 2022",2728.25,24,"22 °C",89,"E","4 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fog"
"468",2022-01-21 04:00:00,"Kerala - 2022",2715.46,26,"22 °C",78,"ENE","7 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fog"
"469",2022-01-21 05:00:00,"Kerala - 2022",2702.7,28,"22 °C",70,"ENE","7 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fog"
"470",2022-01-21 06:00:00,"Kerala - 2022",2851.44,31,"21 °C",55,"S","4 km/h","0 km/h","1,000.05 hPa","0.0 mm","Partly Cloudy"
"471",2022-01-21 06:00:00,"Kerala - 2022",2851.44,30,"22 °C",62,"CALM","0 km/h","0 km/h","1,001.04 hPa","0.0 mm","Haze"
"472",2022-01-21 07:00:00,"Kerala - 2022",3037.66,31,"21 °C",55,"WSW","7 km/h","0 km/h","999.06 hPa","0.0 mm","Partly Cloudy"
"473",2022-01-21 08:00:00,"Kerala - 2022",3063.09,31,"23 °C",62,"W","13 km/h","0 km/h","997.09 hPa","0.0 mm","Partly Cloudy"
"474",2022-01-21 09:00:00,"Kerala - 2022",3091.84,31,"23 °C",62,"SW","15 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"475",2022-01-21 10:00:00,"Kerala - 2022",3183.07,30,"23 °C",66,"W","7 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"476",2022-01-21 11:00:00,"Kerala - 2022",3256.74,29,"23 °C",70,"WSW","17 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"477",2022-01-21 12:00:00,"Kerala - 2022",3324.02,28,"23 °C",74,"WSW","13 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"478",2022-01-21 13:00:00,"Kerala - 2022",3243.73,27,"23 °C",79,"WNW","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"479",2022-01-21 14:00:00,"Kerala - 2022",3293.61,27,"24 °C",84,"WNW","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"480",2022-01-21 15:00:00,"Kerala - 2022",3376.54,26,"23 °C",83,"WNW","4 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"481",2022-01-21 16:00:00,"Kerala - 2022",3422.32,26,"23 °C",83,"WNW","6 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"482",2022-01-21 17:00:00,"Kerala - 2022",3414.2,26,"23 °C",83,"NNW","4 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"483",2022-01-21 18:00:00,"Kerala - 2022",3354.97,26,"23 °C",83,"NW","7 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"484",2022-01-21 19:00:00,"Kerala - 2022",3645.02,26,"23 °C",83,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"485",2022-01-21 20:00:00,"Kerala - 2022",3747.07,25,"23 °C",89,"CALM","0 km/h","0 km/h","999.06 hPa","0.0 mm","Fog"
"486",2022-01-21 21:00:00,"Kerala - 2022",3515.75,25,"22 °C",83,"N","4 km/h","0 km/h","998.08 hPa","0.0 mm","Fog"
"487",2022-01-21 22:00:00,"Kerala - 2022",3500.33,24,"22 °C",89,"N","4 km/h","0 km/h","998.08 hPa","0.0 mm","Fog"
"488",2022-01-21 23:00:00,"Kerala - 2022",3320.91,24,"22 °C",89,"CALM","0 km/h","0 km/h","998.08 hPa","0.0 mm","Fog"
"489",2022-01-22 01:00:00,"Kerala - 2022",2840.02,24,"22 °C",89,"N","4 km/h","0 km/h","998.08 hPa","0.0 mm","Fog"
"490",2022-01-22 02:00:00,"Kerala - 2022",2754.38,24,"22 °C",89,"N","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"491",2022-01-22 03:00:00,"Kerala - 2022",2695.5,24,"22 °C",89,"CALM","0 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"492",2022-01-22 04:00:00,"Kerala - 2022",2693.21,26,"22 °C",78,"NE","7 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"493",2022-01-22 05:00:00,"Kerala - 2022",2679.79,28,"22 °C",70,"W","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"494",2022-01-22 06:00:00,"Kerala - 2022",2844.18,30,"21 °C",58,"NNW","11 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"495",2022-01-22 06:00:00,"Kerala - 2022",2844.18,29,"21 °C",62,"N","9 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"496",2022-01-22 07:00:00,"Kerala - 2022",2993.33,31,"21 °C",55,"WNW","15 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"497",2022-01-22 08:00:00,"Kerala - 2022",3048,31,"21 °C",55,"WNW","19 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"498",2022-01-22 09:00:00,"Kerala - 2022",3066.24,31,"20 °C",52,"WNW","15 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"499",2022-01-22 10:00:00,"Kerala - 2022",3174.38,30,"20 °C",55,"WNW","15 km/h","0 km/h","995.11 hPa","0.0 mm","Fair"
"500",2022-01-22 11:00:00,"Kerala - 2022",3204.69,29,"21 °C",62,"WNW","17 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"501",2022-01-22 12:00:00,"Kerala - 2022",3263.34,28,"22 °C",70,"NW","13 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"502",2022-01-22 13:00:00,"Kerala - 2022",3201.59,27,"22 °C",74,"WNW","9 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"503",2022-01-22 14:00:00,"Kerala - 2022",3227.1,26,"22 °C",78,"NW","9 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"504",2022-01-22 15:00:00,"Kerala - 2022",3289.93,26,"22 °C",78,"NW","9 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"505",2022-01-22 16:00:00,"Kerala - 2022",3256.55,26,"22 °C",78,"NNW","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"506",2022-01-22 17:00:00,"Kerala - 2022",3278.04,25,"22 °C",83,"CALM","0 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"507",2022-01-22 18:00:00,"Kerala - 2022",3223.46,25,"21 °C",78,"NNW","11 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"508",2022-01-22 19:00:00,"Kerala - 2022",3754.3,24,"21 °C",83,"N","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"509",2022-01-22 20:00:00,"Kerala - 2022",3614.9,24,"21 °C",83,"CALM","0 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"510",2022-01-22 21:00:00,"Kerala - 2022",3569.72,24,"21 °C",83,"N","7 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"511",2022-01-22 22:00:00,"Kerala - 2022",3474.31,24,"20 °C",78,"N","6 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"512",2022-01-22 23:00:00,"Kerala - 2022",3312.13,23,"20 °C",83,"CALM","0 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"513",2022-01-23 01:00:00,"Kerala - 2022",2897.06,23,"20 °C",83,"WNW","4 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"514",2022-01-23 02:00:00,"Kerala - 2022",2772.19,22,"20 °C",88,"N","4 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"515",2022-01-23 03:00:00,"Kerala - 2022",2690.31,23,"20 °C",83,"ENE","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"516",2022-01-23 04:00:00,"Kerala - 2022",2649.64,25,"21 °C",78,"NNE","9 km/h","0 km/h","1,001.04 hPa","0.0 mm","Partly Cloudy"
"517",2022-01-23 05:00:00,"Kerala - 2022",2641.67,27,"21 °C",70,"N","7 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"518",2022-01-23 06:00:00,"Kerala - 2022",2684.16,28,"20 °C",62,"W","11 km/h","0 km/h","1,001.04 hPa","0.0 mm","Partly Cloudy"
"519",2022-01-23 06:00:00,"Kerala - 2022",2684.16,29,"20 °C",58,"NNW","11 km/h","0 km/h","1,000.05 hPa","0.0 mm","Partly Cloudy"
"520",2022-01-23 07:00:00,"Kerala - 2022",2733.69,30,"19 °C",51,"WNW","15 km/h","0 km/h","999.06 hPa","0.0 mm","Partly Cloudy"
"521",2022-01-23 08:00:00,"Kerala - 2022",2761.89,30,"19 °C",51,"WNW","17 km/h","0 km/h","997.09 hPa","0.0 mm","Partly Cloudy"
"522",2022-01-23 09:00:00,"Kerala - 2022",2657.2,30,"19 °C",51,"W","19 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"523",2022-01-23 10:00:00,"Kerala - 2022",2563.76,30,"19 °C",51,"W","17 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"524",2022-01-23 11:00:00,"Kerala - 2022",2524.86,29,"20 °C",58,"W","19 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"525",2022-01-23 12:00:00,"Kerala - 2022",2553.59,27,"20 °C",65,"WNW","13 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"526",2022-01-23 13:00:00,"Kerala - 2022",2543.27,26,"20 °C",69,"NW","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"527",2022-01-23 14:00:00,"Kerala - 2022",2564.52,26,"21 °C",74,"NNW","4 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"528",2022-01-23 15:00:00,"Kerala - 2022",2614.59,25,"21 °C",78,"N","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"529",2022-01-23 16:00:00,"Kerala - 2022",2612.09,25,"21 °C",78,"NNW","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"530",2022-01-23 17:00:00,"Kerala - 2022",2708.3,25,"21 °C",78,"NNW","4 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"531",2022-01-23 18:00:00,"Kerala - 2022",2777.88,24,"20 °C",78,"N","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"532",2022-01-23 19:00:00,"Kerala - 2022",3292.4,24,"20 °C",78,"N","7 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"533",2022-01-23 20:00:00,"Kerala - 2022",3228,23,"20 °C",83,"N","4 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"534",2022-01-23 21:00:00,"Kerala - 2022",3243.33,23,"20 °C",83,"NE","4 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"535",2022-01-23 22:00:00,"Kerala - 2022",3201.06,22,"19 °C",83,"E","4 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"536",2022-01-23 23:00:00,"Kerala - 2022",2967.44,21,"20 °C",94,"ENE","4 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"537",2022-01-24 01:00:00,"Kerala - 2022",2587.51,20,"19 °C",94,"E","7 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"538",2022-01-24 02:00:00,"Kerala - 2022",2538.77,20,"18 °C",88,"ENE","4 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"539",2022-01-24 03:00:00,"Kerala - 2022",2476.79,21,"19 °C",88,"NE","4 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"540",2022-01-24 04:00:00,"Kerala - 2022",2431.82,23,"19 °C",78,"ENE","9 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"541",2022-01-24 05:00:00,"Kerala - 2022",2463.11,26,"19 °C",65,"ENE","4 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"542",2022-01-24 06:00:00,"Kerala - 2022",2632.23,29,"18 °C",51,"NW","15 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"543",2022-01-24 06:00:00,"Kerala - 2022",2632.23,27,"19 °C",61,"NNW","11 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"544",2022-01-24 07:00:00,"Kerala - 2022",2834.45,30,"18 °C",48,"W","13 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"545",2022-01-24 08:00:00,"Kerala - 2022",2904.66,30,"16 °C",43,"NW","11 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"546",2022-01-24 09:00:00,"Kerala - 2022",2931.12,30,"17 °C",45,"W","17 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"547",2022-01-24 10:00:00,"Kerala - 2022",3023.35,30,"17 °C",45,"W","19 km/h","0 km/h","995.11 hPa","0.0 mm","Fair"
"548",2022-01-24 11:00:00,"Kerala - 2022",3076.12,29,"19 °C",55,"W","19 km/h","0 km/h","995.11 hPa","0.0 mm","Fair"
"549",2022-01-24 12:00:00,"Kerala - 2022",3100.23,28,"19 °C",58,"NW","9 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"550",2022-01-24 13:00:00,"Kerala - 2022",3122.78,26,"19 °C",65,"NW","7 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
