"","DateTime","State","Hourly Demand Met (in MW)","Temperature","Dew Point","Humidity","Wind","Wind Speed","Wind Gust","Pressure","Precip.","Condition"
"198",2022-01-09 07:00:00,"Kerala - 2022",2804.97,32,"20 °C",49,"WSW","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"199",2022-01-09 08:00:00,"Kerala - 2022",2827.62,32,"20 °C",49,"W","13 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"200",2022-01-09 09:00:00,"Kerala - 2022",2729.05,31,"21 °C",55,"W","13 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"201",2022-01-09 10:00:00,"Kerala - 2022",2638.25,31,"20 °C",52,"W","15 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"202",2022-01-09 11:00:00,"Kerala - 2022",2688.41,30,"20 °C",55,"W","15 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"203",2022-01-09 12:00:00,"Kerala - 2022",2734.04,29,"20 °C",58,"WNW","7 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"204",2022-01-09 13:00:00,"Kerala - 2022",2705.73,28,"19 °C",58,"NW","6 km/h","0 km/h","998.08 hPa","0.0 mm","Haze"
"205",2022-01-09 14:00:00,"Kerala - 2022",2745.78,27,"20 °C",65,"WNW","6 km/h","0 km/h","999.06 hPa","0.0 mm","Haze"
"206",2022-01-09 15:00:00,"Kerala - 2022",2804.41,27,"20 °C",65,"WNW","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Haze"
"207",2022-01-09 16:00:00,"Kerala - 2022",2790.31,27,"21 °C",70,"NW","9 km/h","0 km/h","1,000.05 hPa","0.0 mm","Haze"
"208",2022-01-09 17:00:00,"Kerala - 2022",2827.23,26,"21 °C",74,"NW","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Haze"
"209",2022-01-09 18:00:00,"Kerala - 2022",2914.53,26,"21 °C",74,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Haze"
"210",2022-01-09 19:00:00,"Kerala - 2022",3405.33,26,"21 °C",74,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Haze"
"211",2022-01-09 20:00:00,"Kerala - 2022",3365.33,26,"21 °C",74,"NNE","4 km/h","0 km/h","999.06 hPa","0.0 mm","Haze"
"212",2022-01-09 21:00:00,"Kerala - 2022",3385.08,25,"21 °C",78,"NW","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"213",2022-01-09 22:00:00,"Kerala - 2022",3393.45,25,"21 °C",78,"NW","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"214",2022-01-09 23:00:00,"Kerala - 2022",3196.4,24,"21 °C",83,"NNE","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"215",2022-01-10 01:00:00,"Kerala - 2022",2770.25,23,"21 °C",88,"ENE","9 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"216",2022-01-10 02:00:00,"Kerala - 2022",2685.6,24,"21 °C",83,"ENE","9 km/h","0 km/h","1,000.05 hPa","0.0 mm","Mostly Cloudy"
"217",2022-01-10 03:00:00,"Kerala - 2022",2610.72,24,"21 °C",83,"E","7 km/h","0 km/h","1,001.04 hPa","0.0 mm","Mostly Cloudy"
"218",2022-01-10 04:00:00,"Kerala - 2022",2569.17,26,"21 °C",74,"E","9 km/h","0 km/h","1,002.03 hPa","0.0 mm","Partly Cloudy"
"219",2022-01-10 05:00:00,"Kerala - 2022",2593.05,28,"21 °C",66,"ENE","11 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"220",2022-01-10 06:00:00,"Kerala - 2022",2783.74,31,"18 °C",46,"NNW","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"221",2022-01-10 06:00:00,"Kerala - 2022",2783.74,30,"18 °C",48,"ENE","6 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"222",2022-01-10 07:00:00,"Kerala - 2022",2924.51,32,"20 °C",49,"W","9 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"223",2022-01-10 08:00:00,"Kerala - 2022",2985.39,33,"19 °C",43,"WSW","9 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"224",2022-01-10 09:00:00,"Kerala - 2022",2978.06,32,"19 °C",46,"WSW","11 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"225",2022-01-10 10:00:00,"Kerala - 2022",3064.63,32,"18 °C",43,"W","11 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"226",2022-01-10 11:00:00,"Kerala - 2022",3126.76,30,"19 °C",51,"W","13 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"227",2022-01-10 12:00:00,"Kerala - 2022",3199.89,29,"20 °C",58,"W","9 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"228",2022-01-10 13:00:00,"Kerala - 2022",3207.81,28,"20 °C",62,"NW","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"229",2022-01-10 14:00:00,"Kerala - 2022",3220.9,27,"21 °C",70,"WNW","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"230",2022-01-10 15:00:00,"Kerala - 2022",3390.37,27,"22 °C",74,"W","4 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"231",2022-01-10 16:00:00,"Kerala - 2022",3422.96,27,"22 °C",74,"WNW","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"232",2022-01-10 17:00:00,"Kerala - 2022",3410.36,26,"22 °C",78,"WNW","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"233",2022-01-10 18:00:00,"Kerala - 2022",3367.55,26,"22 °C",78,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"234",2022-01-10 19:00:00,"Kerala - 2022",3818.45,26,"21 °C",74,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"235",2022-01-10 20:00:00,"Kerala - 2022",3725.29,25,"21 °C",78,"N","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"236",2022-01-10 21:00:00,"Kerala - 2022",3645.56,24,"22 °C",89,"NE","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"237",2022-01-10 22:00:00,"Kerala - 2022",3616.05,24,"21 °C",83,"NE","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"238",2022-01-10 23:00:00,"Kerala - 2022",3350.06,23,"21 °C",88,"E","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"239",2022-01-11 01:00:00,"Kerala - 2022",2882.87,23,"21 °C",88,"E","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"240",2022-01-11 02:00:00,"Kerala - 2022",2766.79,23,"21 °C",88,"E","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"241",2022-01-11 03:00:00,"Kerala - 2022",2653.26,24,"21 °C",83,"E","4 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"242",2022-01-11 04:00:00,"Kerala - 2022",2633.99,26,"22 °C",78,"ESE","7 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"243",2022-01-11 05:00:00,"Kerala - 2022",2643.96,29,"21 °C",62,"E","9 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"244",2022-01-11 06:00:00,"Kerala - 2022",2828.66,31,"20 °C",52,"SE","9 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"245",2022-01-11 06:00:00,"Kerala - 2022",2828.66,30,"21 °C",58,"S","6 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"246",2022-01-11 07:00:00,"Kerala - 2022",3028.38,32,"20 °C",49,"W","11 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"247",2022-01-11 08:00:00,"Kerala - 2022",3043.88,31,"22 °C",58,"W","13 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"248",2022-01-11 09:00:00,"Kerala - 2022",3040.67,31,"22 °C",58,"W","13 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"249",2022-01-11 10:00:00,"Kerala - 2022",3145.72,30,"21 °C",58,"W","15 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"250",2022-01-11 11:00:00,"Kerala - 2022",3214.1,29,"20 °C",58,"WNW","15 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"251",2022-01-11 12:00:00,"Kerala - 2022",3245.71,28,"21 °C",66,"NW","9 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"252",2022-01-11 13:00:00,"Kerala - 2022",3252.25,27,"22 °C",74,"NW","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"253",2022-01-11 14:00:00,"Kerala - 2022",3269.26,27,"22 °C",74,"NW","9 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"254",2022-01-11 15:00:00,"Kerala - 2022",3420.36,26,"22 °C",78,"WNW","11 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"255",2022-01-11 16:00:00,"Kerala - 2022",3423.82,26,"22 °C",78,"NW","7 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"256",2022-01-11 17:00:00,"Kerala - 2022",3395.32,26,"23 °C",83,"NW","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"257",2022-01-11 18:00:00,"Kerala - 2022",3380.13,25,"22 °C",83,"NW","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"258",2022-01-11 19:00:00,"Kerala - 2022",3872.41,25,"22 °C",83,"NNE","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"259",2022-01-11 20:00:00,"Kerala - 2022",3759.61,24,"22 °C",89,"NNW","4 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"260",2022-01-11 21:00:00,"Kerala - 2022",3654.49,24,"22 °C",89,"CALM","0 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"261",2022-01-11 22:00:00,"Kerala - 2022",3577.69,24,"22 °C",89,"E","4 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"262",2022-01-11 23:00:00,"Kerala - 2022",3338.25,24,"21 °C",83,"ESE","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"263",2022-01-12 01:00:00,"Kerala - 2022",2885.77,23,"21 °C",88,"ESE","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"264",2022-01-12 02:00:00,"Kerala - 2022",2756,23,"21 °C",88,"E","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"265",2022-01-12 03:00:00,"Kerala - 2022",2724.79,24,"22 °C",89,"E","6 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"266",2022-01-12 04:00:00,"Kerala - 2022",2647.92,26,"22 °C",78,"ENE","6 km/h","0 km/h","1,002.03 hPa","0.0 mm","Fair"
"267",2022-01-12 05:00:00,"Kerala - 2022",2680.69,28,"21 °C",66,"W","6 km/h","0 km/h","1,002.03 hPa","0.0 mm","Fair"
"268",2022-01-12 06:00:00,"Kerala - 2022",2863.94,29,"22 °C",66,"WNW","7 km/h","0 km/h","1,000.05 hPa","0.0 mm","Partly Cloudy"
"269",2022-01-12 06:00:00,"Kerala - 2022",2863.94,29,"22 °C",66,"WNW","11 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"270",2022-01-12 07:00:00,"Kerala - 2022",3065.48,30,"19 °C",51,"NW","11 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"271",2022-01-12 08:00:00,"Kerala - 2022",3080.27,31,"19 °C",49,"W","17 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"272",2022-01-12 09:00:00,"Kerala - 2022",3082.68,30,"20 °C",55,"WNW","15 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"273",2022-01-12 10:00:00,"Kerala - 2022",3180.3,30,"20 °C",55,"NW","15 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"274",2022-01-12 11:00:00,"Kerala - 2022",3219.29,29,"21 °C",62,"WNW","17 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"275",2022-01-12 12:00:00,"Kerala - 2022",3244,27,"21 °C",70,"NW","15 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"276",2022-01-12 13:00:00,"Kerala - 2022",3190.42,26,"21 °C",74,"NNW","11 km/h","0 km/h","999.06 hPa","0.0 mm","Haze"
"277",2022-01-12 14:00:00,"Kerala - 2022",3227.32,26,"22 °C",78,"NNW","9 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"278",2022-01-12 15:00:00,"Kerala - 2022",2303.86,26,"21 °C",74,"NW","7 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"279",2022-01-12 16:00:00,"Kerala - 2022",3369.02,25,"21 °C",78,"NW","6 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"280",2022-01-12 17:00:00,"Kerala - 2022",3352.68,25,"21 °C",78,"W","4 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"281",2022-01-12 18:00:00,"Kerala - 2022",3342.43,24,"20 °C",78,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"282",2022-01-12 19:00:00,"Kerala - 2022",3812.46,23,"21 °C",88,"E","4 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"283",2022-01-12 20:00:00,"Kerala - 2022",3701.4,22,"20 °C",88,"ENE","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"284",2022-01-12 21:00:00,"Kerala - 2022",3597.12,22,"20 °C",88,"ENE","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"285",2022-01-12 22:00:00,"Kerala - 2022",3519.61,22,"20 °C",88,"ENE","4 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"286",2022-01-12 23:00:00,"Kerala - 2022",3303.32,22,"20 °C",88,"E","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"287",2022-01-13 01:00:00,"Kerala - 2022",2809.46,22,"20 °C",88,"E","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"288",2022-01-13 02:00:00,"Kerala - 2022",2738.23,21,"19 °C",88,"ENE","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"289",2022-01-13 03:00:00,"Kerala - 2022",2660.64,23,"20 °C",83,"E","6 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"290",2022-01-13 04:00:00,"Kerala - 2022",2598.35,26,"20 °C",69,"E","7 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"291",2022-01-13 05:00:00,"Kerala - 2022",2650.34,27,"19 °C",61,"N","4 km/h","0 km/h","1,002.03 hPa","0.0 mm","Fair"
"292",2022-01-13 06:00:00,"Kerala - 2022",2803.84,29,"18 °C",51,"NNW","6 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"293",2022-01-13 06:00:00,"Kerala - 2022",2803.84,30,"17 °C",45,"NW","11 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"294",2022-01-13 07:00:00,"Kerala - 2022",3066.95,30,"18 °C",48,"W","19 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"295",2022-01-13 08:00:00,"Kerala - 2022",3048.91,30,"18 °C",48,"NW","17 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"296",2022-01-13 09:00:00,"Kerala - 2022",3013.2,30,"19 °C",51,"WNW","20 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"297",2022-01-13 10:00:00,"Kerala - 2022",3062.22,30,"18 °C",48,"WNW","19 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"298",2022-01-13 11:00:00,"Kerala - 2022",3099.23,29,"18 °C",51,"NNW","13 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"299",2022-01-13 12:00:00,"Kerala - 2022",3157.85,28,"18 °C",54,"NW","13 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"300",2022-01-13 13:00:00,"Kerala - 2022",3192.64,26,"20 °C",69,"NW","9 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"301",2022-01-13 14:00:00,"Kerala - 2022",3152.67,26,"20 °C",69,"NW","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"302",2022-01-13 15:00:00,"Kerala - 2022",3281.01,25,"19 °C",69,"WNW","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"303",2022-01-13 16:00:00,"Kerala - 2022",3324.6,24,"19 °C",73,"E","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"304",2022-01-13 17:00:00,"Kerala - 2022",3331.06,25,"18 °C",65,"ENE","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"305",2022-01-14 06:00:00,"Kerala - 2022",2771.47,29,"17 °C",48,"NNW","7 km/h","0 km/h","1,001.04 hPa","0.0 mm","Mostly Cloudy"
"306",2022-01-14 06:00:00,"Kerala - 2022",2771.47,29,"16 °C",45,"WNW","11 km/h","0 km/h","1,000.05 hPa","0.0 mm","Mostly Cloudy"
"307",2022-01-14 07:00:00,"Kerala - 2022",2967.24,30,"16 °C",43,"WNW","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"308",2022-01-14 08:00:00,"Kerala - 2022",2981.82,31,"16 °C",40,"W","11 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"309",2022-01-14 09:00:00,"Kerala - 2022",3034.77,30,"17 °C",45,"NW","15 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"310",2022-01-14 10:00:00,"Kerala - 2022",3115.65,30,"17 °C",45,"NW","13 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"311",2022-01-14 11:00:00,"Kerala - 2022",3137.24,29,"17 °C",48,"NW","11 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"312",2022-01-14 12:00:00,"Kerala - 2022",3192.91,28,"19 °C",58,"W","9 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"313",2022-01-14 13:00:00,"Kerala - 2022",3076.84,27,"20 °C",65,"NW","7 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"314",2022-01-14 14:00:00,"Kerala - 2022",3136.1,26,"20 °C",69,"NNW","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"315",2022-01-14 15:00:00,"Kerala - 2022",3282.65,26,"21 °C",74,"NNW","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"316",2022-01-14 16:00:00,"Kerala - 2022",3270.14,25,"21 °C",78,"NW","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"317",2022-01-14 17:00:00,"Kerala - 2022",3319,25,"21 °C",78,"CALM","0 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"318",2022-01-14 18:00:00,"Kerala - 2022",3281.63,24,"20 °C",78,"NNW","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"319",2022-01-14 19:00:00,"Kerala - 2022",3751.28,24,"20 °C",78,"CALM","0 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"320",2022-01-14 20:00:00,"Kerala - 2022",3592.44,24,"19 °C",73,"CALM","0 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"321",2022-01-14 21:00:00,"Kerala - 2022",3518.81,23,"19 °C",78,"CALM","0 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"322",2022-01-14 22:00:00,"Kerala - 2022",3439.77,22,"20 °C",88,"ENE","4 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"323",2022-01-14 23:00:00,"Kerala - 2022",3175.74,22,"20 °C",88,"ENE","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"324",2022-01-15 01:00:00,"Kerala - 2022",2749.05,22,"19 °C",83,"ENE","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"325",2022-01-15 02:00:00,"Kerala - 2022",2673.1,22,"19 °C",83,"ENE","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"326",2022-01-15 03:00:00,"Kerala - 2022",2605.72,23,"19 °C",78,"E","7 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"327",2022-01-15 04:00:00,"Kerala - 2022",2597.3,26,"19 °C",65,"E","9 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"328",2022-01-15 05:00:00,"Kerala - 2022",2590.62,28,"20 °C",62,"E","7 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"329",2022-01-15 07:00:00,"Kerala - 2022",2973.42,32,"18 °C",43,"NNE","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"330",2022-01-15 08:00:00,"Kerala - 2022",2976.87,31,"19 °C",49,"W","11 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"331",2022-01-15 09:00:00,"Kerala - 2022",2979.62,32,"19 °C",46,"W","13 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"332",2022-01-15 10:00:00,"Kerala - 2022",3076.76,31,"19 °C",49,"W","17 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"333",2022-01-15 11:00:00,"Kerala - 2022",3114.09,30,"19 °C",51,"WNW","13 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"334",2022-01-15 12:00:00,"Kerala - 2022",3133.64,29,"19 °C",55,"WNW","9 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"335",2022-01-15 13:00:00,"Kerala - 2022",3154.53,28,"20 °C",62,"NW","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"336",2022-01-15 14:00:00,"Kerala - 2022",3101.51,27,"21 °C",70,"NW","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"337",2022-01-15 15:00:00,"Kerala - 2022",3247.27,26,"21 °C",74,"NW","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"338",2022-01-15 16:00:00,"Kerala - 2022",3265.91,26,"21 °C",74,"WNW","7 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"339",2022-01-15 17:00:00,"Kerala - 2022",3273.73,26,"21 °C",74,"WNW","4 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"340",2022-01-15 18:00:00,"Kerala - 2022",3204.42,26,"21 °C",74,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"341",2022-01-15 19:00:00,"Kerala - 2022",3698.52,25,"21 °C",78,"CALM","0 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"342",2022-01-15 20:00:00,"Kerala - 2022",3596.03,24,"20 °C",78,"CALM","0 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"343",2022-01-15 21:00:00,"Kerala - 2022",3508.79,24,"20 °C",78,"E","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"344",2022-01-15 22:00:00,"Kerala - 2022",3415.02,24,"20 °C",78,"ENE","4 km/h","0 km/h","998.08 hPa","0.0 mm","Mostly Cloudy"
"345",2022-01-15 23:00:00,"Kerala - 2022",3211.51,24,"21 °C",83,"E","6 km/h","0 km/h","999.06 hPa","0.0 mm","Mostly Cloudy"
"346",2022-01-16 01:00:00,"Kerala - 2022",2795.13,23,"21 °C",88,"E","7 km/h","0 km/h","999.06 hPa","0.0 mm","Mostly Cloudy"
"347",2022-01-16 02:00:00,"Kerala - 2022",2701.37,23,"20 °C",83,"E","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"348",2022-01-16 03:00:00,"Kerala - 2022",2635.68,24,"21 °C",83,"NE","4 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"349",2022-01-16 04:00:00,"Kerala - 2022",2530.77,26,"21 °C",74,"ESE","7 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"350",2022-01-16 05:00:00,"Kerala - 2022",2554.72,28,"21 °C",66,"E","7 km/h","0 km/h","1,002.03 hPa","0.0 mm","Fair"
"351",2022-01-16 06:00:00,"Kerala - 2022",2669.93,30,"20 °C",55,"WNW","13 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"352",2022-01-16 06:00:00,"Kerala - 2022",2669.93,30,"21 °C",58,"ESE","6 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"353",2022-01-16 07:00:00,"Kerala - 2022",2763.95,31,"21 °C",55,"NNW","11 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"354",2022-01-16 08:00:00,"Kerala - 2022",2758.19,31,"22 °C",58,"NW","15 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"355",2022-01-16 09:00:00,"Kerala - 2022",2697.44,31,"22 °C",58,"W","15 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"356",2022-01-16 10:00:00,"Kerala - 2022",2617.06,30,"21 °C",58,"WNW","13 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"357",2022-01-16 11:00:00,"Kerala - 2022",2618.52,30,"20 °C",55,"W","13 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"358",2022-01-16 12:00:00,"Kerala - 2022",2634.48,29,"20 °C",58,"W","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"359",2022-01-16 13:00:00,"Kerala - 2022",2618.31,28,"21 °C",66,"WNW","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"360",2022-01-16 14:00:00,"Kerala - 2022",2643.85,27,"21 °C",70,"W","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"361",2022-01-16 15:00:00,"Kerala - 2022",2729.66,27,"21 °C",70,"WSW","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"362",2022-01-16 16:00:00,"Kerala - 2022",2729.04,27,"22 °C",74,"W","11 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"363",2022-01-16 17:00:00,"Kerala - 2022",2793.77,26,"22 °C",78,"CALM","0 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"364",2022-01-16 18:00:00,"Kerala - 2022",2876.69,26,"22 °C",78,"CALM","0 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"365",2022-01-16 19:00:00,"Kerala - 2022",3439.52,26,"22 °C",78,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"366",2022-01-16 20:00:00,"Kerala - 2022",3407.09,25,"22 °C",83,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"367",2022-01-16 21:00:00,"Kerala - 2022",3383.7,24,"21 °C",83,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"368",2022-01-16 22:00:00,"Kerala - 2022",3361.14,24,"21 °C",83,"E","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"369",2022-01-16 23:00:00,"Kerala - 2022",3152.42,23,"21 °C",88,"E","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"370",2022-01-17 01:00:00,"Kerala - 2022",2717.59,23,"21 °C",88,"E","4 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"371",2022-01-17 02:00:00,"Kerala - 2022",2666.1,23,"21 °C",88,"ENE","4 km/h","0 km/h","1,001.04 hPa","0.0 mm","Partly Cloudy"
"372",2022-01-17 03:00:00,"Kerala - 2022",2571.34,24,"21 °C",83,"ENE","4 km/h","0 km/h","1,002.03 hPa","0.0 mm","Partly Cloudy"
"373",2022-01-17 04:00:00,"Kerala - 2022",2535.54,26,"22 °C",78,"E","7 km/h","0 km/h","1,003.02 hPa","0.0 mm","Partly Cloudy"
"374",2022-01-17 05:00:00,"Kerala - 2022",2565.24,28,"20 °C",62,"NE","7 km/h","0 km/h","1,003.02 hPa","0.0 mm","Partly Cloudy"
